id;company;location;dates;job;position;summary;pros;cons;advice-to-mgmt;overall-ratings;work-balance-stars;culture-values-stars;carrer-opportunities-stars;comp-benefit-stars;senior-mangemnet-stars;helpful-count
35910;netflix;Salt Lake City, UT; Mar 6, 2018;Former  ;Anonymous Employee;Technical Support;I liked that when I started they were open 24 hours which allowed perfect scheduling options. The overall feel of the environment is pretty laid back.;The hours of operation continually became less and less leaving overnight employees forced to work at inconvinient times or be laid off.;;3;1;5;2;5;3;3
35911;netflix;Hollywood, CA; Feb 6, 2018;Current  ;Finance Operations Associate;Finance Ops Business Partner;positive culture. great place to innovate. amazing content. freedom and responsibility.;extremely competitive. long hours. very intense all around.;make sure all team members feel valued and heard.;4;3;4;4;5;3;4
35912;netflix;Salt Lake City, UT; Feb 19, 2018;Former  ;Customer Service Representative;Customer Servie Representative;good pay, raise every six months;strict attendance policy, no leniency;lighten up;3;2;2;3;3;2;2
35913;netflix;Los Angeles, CA; Dec 6, 2017;Current  ;Assistant;Love my job;+ Culture is extraordinary, no yelling allowed, respect for all demanded, smiles down the hallways, hard workers, creators of extraordinary things, all people want to do is bring our subscribers joy. + I feel like I can learn from each and every person, a;Non really... I guess sometimes the free lunch has delicious ravioli that I'm not thrilled about letting myself eat.;I've known several people that have been recruited online for phone interviews. Often times their takeaway is negative because they just never hear back... on a job they're interested in but never even sought out. A little confusing to people when this happens.;5;3;5;4;5;5;19
35914;netflix;Salt Lake City, UT; Feb 6, 2018;Current  ;Customer Service Representative;Customer Service Paradise;As long as you are working on your action plans you are golden. Great values. Super easy. Laid back environment. Unlimited flex shift available. Totally affordable benefits;Lack of tenure benefits. Attendance policy is a joke. PCI compliance is tight;"Change the attendance policy to a point system instead of a limited ""paid emergency hour"" set up. People with multiple kids struggle with this set up. Kids and families with kids get sick a lot. Give the people who have been there more than 3 years want to stay. Give tenure benefits.";4;3;5;2;5;4;0
35915;netflix;; Feb 2, 2018;Current  ;Anonymous Employee;Amazing Workplace;- Work life balance - Free breakfast and lunch - 5% stock options on top of salary;Competitive (but's that's ultimately a good thing);;5;4;5;5;5;4;0
35916;netflix;Los Gatos, CA; Jan 31, 2018;Former  ;Creative Director;Freedom of responsibility;Freedom of responsibility given to all employees making it very easy to do your job properly and with ownership.;"Intense culture there. Very fast paced. ""Be one of us...""";Fully explain each role to new hires, better;4;3;5;4;5;4;1
35917;netflix;; Mar 6, 2018;Former  ;Anonymous Employee;They promise a lot...but nothing will ever happen;Informal work environment, diverse co-workers.;They're constantly checking what you do, no access to the internet or even Netflix, no smartphones/books/magazines on the floor. Low salary. They promise to get promotions and able to grow career wise, but that barely happens and if it happens it's through favouritism.;;1;4;2;2;2;2;1
35918;netflix;; Jan 23, 2018;Former  ;Anonymous Employee;Good place to work!;Great, nice people! Flexible and exciting environment;Sort of all over the place, too many cooks in the kitchen, seemingly just throw money at problems;;4;;;;;;2
35919;netflix;Colorado Springs, CO; Jan 5, 2018;Former  ;Senior Network Architect;Great Job Long hours;Netflix treated employees like adults. We had a 5k travel ceedit card and travel approvals were unnecessary. They trusted employees to travel as needes;Stressful timelines but worth the effort. Medical Insurance waa not included, but 10k a year was added to obtain medical insurance;Yearly 360 reviews were an outlet to make for a unfriendly environment with managers and need to be revamped;5;3;5;5;5;4;5
35920;netflix;Los Gatos, CA; Oct 20, 2017;Former  ;Senior Software Engineer;Good but worsening environment;Pay is good, but matches the pay from other big tech companies, except that it can be all base salary.É?˘ É?˘ They provide free food and a lot of snacks.É?˘ É?˘ Your peers are mostly very good.É?˘ É?˘ ThereÉ??s very little bureaucracy for expenses or computer assessories.É?˘ É?˘ Flexible hours.;No bonus.É?˘ É?˘ The culture document is mainly a PR document. The culture in much of the company doesnÉ??t actually match the culture document. The document is interpreted differently by the different orgs, VPÉ??s and managers. At most, itÉ??s applied to some ICÉ??s, but doesnÉ??t apply to management.É?˘ É?˘ There's a lot of politics between teams and orgs when there are overlapping projects and services. And having∂ˇoverlapping projects on different teams happens often. Negative and deceptive politics exists between teams in different orgs. ItÉ??s more rare, but it appears to be accepted and ignored.É?˘ É?˘ ThereÉ??s a large amount of internal team politics, as each engineer needs to make himself look better (and others worse) to keep their job, to get to the next pay level, to become a manager, etc. This will get worse as the company grows in size. Management is purposefully oblivious to all of this.É?˘ É?˘ HR is a weak org. Their main job is recruiting. They do very little to make the company culture adhere to the culture doc.É?˘ É?˘ Management is self-centered and arrogant. They wonÉ??t acknowledge real problems until it smacks them in the face. This creates the appearance of a kool-aid environment. Most employees will ignore the issues to get along and reduce friction. The environment will worsen over time.É?˘ É?˘ Management does not help with career growth.É?˘ É?˘ No official IC titles other than Senior Software Engineer. This practice is likely followed to reduce turnover so people dont realize that theyÉ??re not paid enough money or promoted high enough, as compared to others there. They are deciding your pay based on external info, so theyÉ??re probably privately assigning a title to you, anyway. As far as career growth, this becomes an obstacle.É?˘ É?˘ Many managers are technically deficient and some are just poor managers, regardless of their technical knowledge. Most are mainly people managers.É?˘ É?˘ Be aware which way the wind is blowing as far as trends within the company. If you have a skill set that might become obsolete in the company or a skill set less valued than the hot new areas, than you can either be fired or your pay will stagnate.;;3;4;1;1;4;2;40
35921;netflix;; Dec 14, 2017;Former  ;Anonymous Employee;Fantastic, cut-throat culture;GREAT compensation and benefits Exciting challenges. Transparent about company.;Going through a transition from being a media delivery company to media production company. Some culture being lost in that transition.;;5;3;5;3;5;4;2
